DEBUG: General     , 1688682227334> LoggerManager.init                  > Initializing...
LOG  : General     , 1688682278513> JacketLong_RandomOPEN: ClothingItemExtraOption, CloseJacket
LOG  : General     , 1688682278513> JacketLong_RandomOPEN: ClothingItemExtra, JacketLong_Random
LOG  : General     , 1688682278514> JacketLong_RandomOPEN: clothingExtraSubmenu, OpenJacket
LOG  : General     , 1688682278514> JacketLong_RandomOPEN: Insulation, 0.48749998211860657
LOG  : General     , 1688682278515> JacketLong_RandomOPEN: WindResistance, 0.26249999552965164
LOG  : General     , 1688682278515> JacketLong_RandomOPEN: WaterResistance, 0.3374999910593033
LOG  : General     , 1688682278515> JacketLong_Santa: ClothingItemExtraOption, OpenJacket
LOG  : General     , 1688682278515> JacketLong_Santa: ClothingItemExtra, JacketLong_SantaOPEN
LOG  : General     , 1688682278515> JacketLong_Santa: clothingExtraSubmenu, CloseJacket
LOG  : General     , 1688682278516> JacketLong_SantaOPEN: ClothingItemExtraOption, CloseJacket
LOG  : General     , 1688682278516> JacketLong_SantaOPEN: ClothingItemExtra, JacketLong_Santa
LOG  : General     , 1688682278516> JacketLong_SantaOPEN: clothingExtraSubmenu, OpenJacket
LOG  : General     , 1688682278516> JacketLong_SantaOPEN: Insulation, 0.6749999821186066
LOG  : General     , 1688682278517> JacketLong_SantaOPEN: WindResistance, 0.45000001788139343
LOG  : General     , 1688682278517> JacketLong_SantaOPEN: WaterResistance, 0
LOG  : General     , 1688682278517> JacketLong_SantaGreen: ClothingItemExtraOption, OpenJacket
LOG  : General     , 1688682278517> JacketLong_SantaGreen: ClothingItemExtra, JacketLong_SantaGreenOPEN
LOG  : General     , 1688682278517> JacketLong_SantaGreen: clothingExtraSubmenu, CloseJacket
LOG  : General     , 1688682278518> JacketLong_SantaGreenOPEN: ClothingItemExtraOption, CloseJacket
LOG  : General     , 1688682278518> JacketLong_SantaGreenOPEN: ClothingItemExtra, JacketLong_SantaGreen
LOG  : General     , 1688682278518> JacketLong_SantaGreenOPEN: clothingExtraSubmenu, OpenJacket
LOG  : General     , 1688682278518> JacketLong_SantaGreenOPEN: Insulation, 0.6749999821186066
LOG  : General     , 1688682278519> JacketLong_SantaGreenOPEN: WindResistance, 0.45000001788139343
LOG  : General     , 1688682278519> JacketLong_SantaGreenOPEN: WaterResistance, 0
LOG  : General     , 1688682278519> Jacket_Black: ClothingItemExtraOption, OpenJacket
LOG  : General     , 1688682278519> Jacket_Black: ClothingItemExtra, Jacket_BlackOPEN
LOG  : General     , 1688682278520> Jacket_Black: clothingExtraSubmenu, CloseJacket
LOG  : General     , 1688682278520> Jacket_BlackOPEN: ClothingItemExtraOption, CloseJacket
LOG  : General     , 1688682278520> Jacket_BlackOPEN: ClothingItemExtra, Jacket_Black
LOG  : General     , 1688682278520> Jacket_BlackOPEN: clothingExtraSubmenu, OpenJacket
LOG  : General     , 1688682278521> Jacket_BlackOPEN: Insulation, 0.30000000447034836
LOG  : General     , 1688682278521> Jacket_BlackOPEN: WindResistance, 0.45000001788139343
LOG  : General     , 1688682278521> Jacket_BlackOPEN: WaterResistance, 0.30000000447034836
LOG  : General     , 1688682278521> Jacket_LeatherWildRacoons: ClothingItemExtraOption, OpenJacket
LOG  : General     , 1688682278522> Jacket_LeatherWildRacoons: ClothingItemExtra, Jacket_LeatherWildRacoonsOPEN
LOG  : General     , 1688682278522> Jacket_LeatherWildRacoons: clothingExtraSubmenu, CloseJacket
LOG  : General     , 1688682278522> Jacket_LeatherWildRacoonsOPEN: ClothingItemExtraOption, CloseJacket
LOG  : General     , 1688682278522> Jacket_LeatherWildRacoonsOPEN: ClothingItemExtra, Jacket_LeatherWildRacoons
LOG  : General     , 1688682278522> Jacket_LeatherWildRacoonsOPEN: clothingExtraSubmenu, OpenJacket
LOG  : General     , 1688682278523> Jacket_LeatherWildRacoonsOPEN: Insulation, 0.30000000447034836
LOG  : General     , 1688682278523> Jacket_LeatherWildRacoonsOPEN: WindResistance, 0.45000001788139343
LOG  : General     , 1688682278523> Jacket_LeatherWildRacoonsOPEN: WaterResistance, 0.30000000447034836
LOG  : General     , 1688682278523> Jacket_LeatherIronRodent: ClothingItemExtraOption, OpenJacket
LOG  : General     , 1688682278523> Jacket_LeatherIronRodent: ClothingItemExtra, Jacket_LeatherIronRodentOPEN
LOG  : General     , 1688682278523> Jacket_LeatherIronRodent: clothingExtraSubmenu, CloseJacket
LOG  : General     , 1688682278524> Jacket_LeatherIronRodentOPEN: ClothingItemExtraOption, CloseJacket
LOG  : General     , 1688682278524> Jacket_LeatherIronRodentOPEN: ClothingItemExtra, Jacket_LeatherIronRodent
LOG  : General     , 1688682278524> Jacket_LeatherIronRodentOPEN: clothingExtraSubmenu, OpenJacket
LOG  : General     , 1688682278524> Jacket_LeatherIronRodentOPEN: Insulation, 0.30000000447034836
LOG  : General     , 1688682278524> Jacket_LeatherIronRodentOPEN: WindResistance, 0.45000001788139343
LOG  : General     , 1688682278525> Jacket_LeatherIronRodentOPEN: WaterResistance, 0.30000000447034836
LOG  : General     , 1688682278525> Jacket_LeatherBarrelDogs: ClothingItemExtraOption, OpenJacket
LOG  : General     , 1688682278525> Jacket_LeatherBarrelDogs: ClothingItemExtra, Jacket_LeatherBarrelDogsOPEN
LOG  : General     , 1688682278525> Jacket_LeatherBarrelDogs: clothingExtraSubmenu, CloseJacket
LOG  : General     , 1688682278526> Jacket_LeatherBarrelDogsOPEN: ClothingItemExtraOption, CloseJacket
LOG  : General     , 1688682278526> Jacket_LeatherBarrelDogsOPEN: ClothingItemExtra, Jacket_LeatherBarrelDogs
LOG  : General     , 1688682278526> Jacket_LeatherBarrelDogsOPEN: clothingExtraSubmenu, OpenJacket
LOG  : General     , 1688682278526> Jacket_LeatherBarrelDogsOPEN: Insulation, 0.30000000447034836
LOG  : General     , 1688682278527> Jacket_LeatherBarrelDogsOPEN: WindResistance, 0.45000001788139343
LOG  : General     , 1688682278527> Jacket_LeatherBarrelDogsOPEN: WaterResistance, 0.30000000447034836
LOG  : General     , 1688682278527> WeddingJacket: ClothingItemExtraOption, OpenJacket
LOG  : General     , 1688682278527> WeddingJacket: ClothingItemExtra, WeddingJacketOPEN
LOG  : General     , 1688682278528> WeddingJacket: clothingExtraSubmenu, CloseJacket
LOG  : General     , 1688682278528> WeddingJacketOPEN: ClothingItemExtraOption, CloseJacket
LOG  : General     , 1688682278528> WeddingJacketOPEN: ClothingItemExtra, WeddingJacket
LOG  : General     , 1688682278528> WeddingJacketOPEN: clothingExtraSubmenu, OpenJacket
LOG  : General     , 1688682278528> WeddingJacketOPEN: Insulation, 0.30000000447034836
LOG  : General     , 1688682278529> WeddingJacketOPEN: WindResistance, 0.15000000223517418
LOG  : General     , 1688682278529> WeddingJacketOPEN: WaterResistance, 0
LOG  : General     , 1688682278529> Suit_Jacket: ClothingItemExtraOption, OpenJacket
LOG  : General     , 1688682278529> Suit_Jacket: ClothingItemExtra, Suit_JacketOPEN
LOG  : General     , 1688682278530> Suit_Jacket: clothingExtraSubmenu, CloseJacket
LOG  : General     , 1688682278530> Suit_JacketOPEN: ClothingItemExtraOption, CloseJacket
LOG  : General     , 1688682278530> Suit_JacketOPEN: ClothingItemExtra, Suit_Jacket
LOG  : General     , 1688682278530> Suit_JacketOPEN: clothingExtraSubmenu, OpenJacket
LOG  : General     , 1688682278531> Suit_JacketOPEN: Insulation, 0.4125000089406967
LOG  : General     , 1688682278531> Suit_JacketOPEN: WindResistance, 0.3374999910593033
LOG  : General     , 1688682278531> Suit_JacketOPEN: WaterResistance, 0
LOG  : General     , 1688682278531> Suit_JacketTINT: ClothingItemExtraOption, OpenJacket
LOG  : General     , 1688682278531> Suit_JacketTINT: ClothingItemExtra, Suit_JacketTINTOPEN
LOG  : General     , 1688682278532> Suit_JacketTINT: clothingExtraSubmenu, CloseJacket
LOG  : General     , 1688682278532> Suit_JacketTINTOPEN: ClothingItemExtraOption, CloseJacket
LOG  : General     , 1688682278532> Suit_JacketTINTOPEN: ClothingItemExtra, Suit_JacketTINT
LOG  : General     , 1688682278532> Suit_JacketTINTOPEN: clothingExtraSubmenu, OpenJacket
LOG  : General     , 1688682278533> Suit_JacketTINTOPEN: Insulation, 0.4125000089406967
LOG  : General     , 1688682278533> Suit_JacketTINTOPEN: WindResistance, 0.3374999910593033
LOG  : General     , 1688682278533> Suit_JacketTINTOPEN: WaterResistance, 0
LOG  : General     , 1688682278533> Jacket_Shellsuit_Black: ClothingItemExtraOption, OpenJacket
LOG  : General     , 1688682278534> Jacket_Shellsuit_Black: ClothingItemExtra, Jacket_Shellsuit_BlackOPEN
LOG  : General     , 1688682278534> Jacket_Shellsuit_Black: clothingExtraSubmenu, CloseJacket
LOG  : General     , 1688682278534> Jacket_Shellsuit_BlackOPEN: ClothingItemExtraOption, CloseJacket
LOG  : General     , 1688682278535> Jacket_Shellsuit_BlackOPEN: ClothingItemExtra, Jacket_Shellsuit_Black
LOG  : General     , 1688682278535> Jacket_Shellsuit_BlackOPEN: clothingExtraSubmenu, OpenJacket
LOG  : General     , 1688682278535> Jacket_Shellsuit_BlackOPEN: Insulation, 0.3374999910593033
LOG  : General     , 1688682278535> Jacket_Shellsuit_BlackOPEN: WindResistance, 0.30000000447034836
LOG  : General     , 1688682278535> Jacket_Shellsuit_BlackOPEN: WaterResistance, 0
LOG  : General     , 1688682278535> Jacket_Shellsuit_Blue: ClothingItemExtraOption, OpenJacket
LOG  : General     , 1688682278536> Jacket_Shellsuit_Blue: ClothingItemExtra, Jacket_Shellsuit_BlueOPEN
LOG  : General     , 1688682278536> Jacket_Shellsuit_Blue: clothingExtraSubmenu, CloseJacket
LOG  : General     , 1688682278536> Jacket_Shellsuit_BlueOPEN: ClothingItemExtraOption, CloseJacket
LOG  : General     , 1688682278536> Jacket_Shellsuit_BlueOPEN: ClothingItemExtra, Jacket_Shellsuit_Blue
LOG  : General     , 1688682278537> Jacket_Shellsuit_BlueOPEN: clothingExtraSubmenu, OpenJacket
LOG  : General     , 1688682278537> Jacket_Shellsuit_BlueOPEN: Insulation, 0.3374999910593033
LOG  : General     , 1688682278537> Jacket_Shellsuit_BlueOPEN: WindResistance, 0.30000000447034836
LOG  : General     , 1688682278537> Jacket_Shellsuit_BlueOPEN: WaterResistance, 0
LOG  : General     , 1688682278538> Jacket_Shellsuit_Green: ClothingItemExtraOption, OpenJacket
LOG  : General     , 1688682278538> Jacket_Shellsuit_Green: ClothingItemExtra, Jacket_Shellsuit_GreenOPEN
LOG  : General     , 1688682278538> Jacket_Shellsuit_Green: clothingExtraSubmenu, CloseJacket
LOG  : General     , 1688682278538> Jacket_Shellsuit_GreenOPEN: ClothingItemExtraOption, CloseJacket
LOG  : General     , 1688682278538> Jacket_Shellsuit_GreenOPEN: ClothingItemExtra, Jacket_Shellsuit_Green
LOG  : General     , 1688682278539> Jacket_Shellsuit_GreenOPEN: clothingExtraSubmenu, OpenJacket
LOG  : General     , 1688682278539> Jacket_Shellsuit_GreenOPEN: Insulation, 0.3374999910593033
LOG  : General     , 1688682278539> Jacket_Shellsuit_GreenOPEN: WindResistance, 0.30000000447034836
LOG  : General     , 1688682278539> Jacket_Shellsuit_GreenOPEN: WaterResistance, 0
LOG  : General     , 1688682278540> Jacket_Shellsuit_Pink: ClothingItemExtraOption, OpenJacket
LOG  : General     , 1688682278540> Jacket_Shellsuit_Pink: ClothingItemExtra, Jacket_Shellsuit_PinkOPEN
LOG  : General     , 1688682278540> Jacket_Shellsuit_Pink: clothingExtraSubmenu, CloseJacket
LOG  : General     , 1688682278540> Jacket_Shellsuit_PinkOPEN: ClothingItemExtraOption, CloseJacket
LOG  : General     , 1688682278541> Jacket_Shellsuit_PinkOPEN: ClothingItemExtra, Jacket_Shellsuit_Pink
LOG  : General     , 1688682278541> Jacket_Shellsuit_PinkOPEN: clothingExtraSubmenu, OpenJacket
LOG  : General     , 1688682278541> Jacket_Shellsuit_PinkOPEN: Insulation, 0.3374999910593033
LOG  : General     , 1688682278541> Jacket_Shellsuit_PinkOPEN: WindResistance, 0.30000000447034836
LOG  : General     , 1688682278541> Jacket_Shellsuit_PinkOPEN: WaterResistance, 0
LOG  : General     , 1688682278542> Jacket_Shellsuit_Teal: ClothingItemExtraOption, OpenJacket
LOG  : General     , 1688682278542> Jacket_Shellsuit_Teal: ClothingItemExtra, Jacket_Shellsuit_TealOPEN
LOG  : General     , 1688682278542> Jacket_Shellsuit_Teal: clothingExtraSubmenu, CloseJacket
LOG  : General     , 1688682278542> Jacket_Shellsuit_TealOPEN: ClothingItemExtraOption, CloseJacket
LOG  : General     , 1688682278543> Jacket_Shellsuit_TealOPEN: ClothingItemExtra, Jacket_Shellsuit_Teal
LOG  : General     , 1688682278543> Jacket_Shellsuit_TealOPEN: clothingExtraSubmenu, OpenJacket
LOG  : General     , 1688682278543> Jacket_Shellsuit_TealOPEN: Insulation, 0.3374999910593033
LOG  : General     , 1688682278543> Jacket_Shellsuit_TealOPEN: WindResistance, 0.30000000447034836
LOG  : General     , 1688682278544> Jacket_Shellsuit_TealOPEN: WaterResistance, 0
LOG  : General     , 1688682278544> Jacket_Shellsuit_TINT: ClothingItemExtraOption, OpenJacket
LOG  : General     , 1688682278545> Jacket_Shellsuit_TINT: ClothingItemExtra, Jacket_Shellsuit_TINTOPEN
LOG  : General     , 1688682278545> Jacket_Shellsuit_TINT: clothingExtraSubmenu, CloseJacket
LOG  : General     , 1688682278545> Jacket_Shellsuit_TINTOPEN: ClothingItemExtraOption, CloseJacket
LOG  : General     , 1688682278545> Jacket_Shellsuit_TINTOPEN: ClothingItemExtra, Jacket_Shellsuit_TINT
LOG  : General     , 1688682278545> Jacket_Shellsuit_TINTOPEN: clothingExtraSubmenu, OpenJacket
LOG  : General     , 1688682278545> Jacket_Shellsuit_TINTOPEN: Insulation, 0.3374999910593033
LOG  : General     , 1688682278545> Jacket_Shellsuit_TINTOPEN: WindResistance, 0.30000000447034836
LOG  : General     , 1688682278546> Jacket_Shellsuit_TINTOPEN: WaterResistance, 0
LOG  : General     , 1688682278546> Jacket_BlackVest: ClothingItemExtraOption, OpenJacket
LOG  : General     , 1688682278546> Jacket_BlackVest: ClothingItemExtra, Jacket_BlackVestOPEN
LOG  : General     , 1688682278546> Jacket_BlackVest: clothingExtraSubmenu, CloseJacket
LOG  : General     , 1688682278547> Jacket_BlackVestOPEN: ClothingItemExtraOption, CloseJacket
LOG  : General     , 1688682278547> Jacket_BlackVestOPEN: ClothingItemExtra, Jacket_BlackVest
LOG  : General     , 1688682278547> Jacket_BlackVestOPEN: clothingExtraSubmenu, OpenJacket
LOG  : General     , 1688682278547> Jacket_BlackVestOPEN: Insulation, 0.30000000447034836
LOG  : General     , 1688682278547> Jacket_BlackVestOPEN: WindResistance, 0.45000001788139343
LOG  : General     , 1688682278548> Jacket_BlackVestOPEN: WaterResistance, 0.30000000447034836
LOG  : General     , 1688682278548> Jacket_LeatherWildRacoonsVest: ClothingItemExtraOption, OpenJacket
LOG  : General     , 1688682278548> Jacket_LeatherWildRacoonsVest: ClothingItemExtra, Jacket_LeatherWildRacoonsVestOPEN
LOG  : General     , 1688682278548> Jacket_LeatherWildRacoonsVest: clothingExtraSubmenu, CloseJacket
LOG  : General     , 1688682278549> Jacket_LeatherWildRacoonsVestOPEN: ClothingItemExtraOption, CloseJacket
LOG  : General     , 1688682278549> Jacket_LeatherWildRacoonsVestOPEN: ClothingItemExtra, Jacket_LeatherWildRacoonsVest
LOG  : General     , 1688682278549> Jacket_LeatherWildRacoonsVestOPEN: clothingExtraSubmenu, OpenJacket
LOG  : General     , 1688682278549> Jacket_LeatherWildRacoonsVestOPEN: Insulation, 0.30000000447034836
LOG  : General     , 1688682278550> Jacket_LeatherWildRacoonsVestOPEN: WindResistance, 0.45000001788139343
LOG  : General     , 1688682278550> Jacket_LeatherWildRacoonsVestOPEN: WaterResistance, 0.30000000447034836
LOG  : General     , 1688682278550> Jacket_LeatherIronRodentVest: ClothingItemExtraOption, OpenJacket
LOG  : General     , 1688682278550> Jacket_LeatherIronRodentVest: ClothingItemExtra, Jacket_LeatherIronRodentVestOPEN
LOG  : General     , 1688682278550> Jacket_LeatherIronRodentVest: clothingExtraSubmenu, CloseJacket
LOG  : General     , 1688682278551> Jacket_LeatherIronRodentVestOPEN: ClothingItemExtraOption, CloseJacket
LOG  : General     , 1688682278551> Jacket_LeatherIronRodentVestOPEN: ClothingItemExtra, Jacket_LeatherIronRodentVest
LOG  : General     , 1688682278551> Jacket_LeatherIronRodentVestOPEN: clothingExtraSubmenu, OpenJacket
LOG  : General     , 1688682278551> Jacket_LeatherIronRodentVestOPEN: Insulation, 0.30000000447034836
LOG  : General     , 1688682278552> Jacket_LeatherIronRodentVestOPEN: WindResistance, 0.45000001788139343
LOG  : General     , 1688682278552> Jacket_LeatherIronRodentVestOPEN: WaterResistance, 0.30000000447034836
LOG  : General     , 1688682278552> Jacket_LeatherBarrelDogsVest: ClothingItemExtraOption, OpenJacket
LOG  : General     , 1688682278552> Jacket_LeatherBarrelDogsVest: ClothingItemExtra, Jacket_LeatherBarrelDogsVestOPEN
LOG  : General     , 1688682278553> Jacket_LeatherBarrelDogsVest: clothingExtraSubmenu, CloseJacket
LOG  : General     , 1688682278553> Jacket_LeatherBarrelDogsVestOPEN: ClothingItemExtraOption, CloseJacket
LOG  : General     , 1688682278553> Jacket_LeatherBarrelDogsVestOPEN: ClothingItemExtra, Jacket_LeatherBarrelDogsVest
LOG  : General     , 1688682278553> Jacket_LeatherBarrelDogsVestOPEN: clothingExtraSubmenu, OpenJacket
LOG  : General     , 1688682278553> Jacket_LeatherBarrelDogsVestOPEN: Insulation, 0.30000000447034836
LOG  : General     , 1688682278554> Jacket_LeatherBarrelDogsVestOPEN: WindResistance, 0.45000001788139343
LOG  : General     , 1688682278554> Jacket_LeatherBarrelDogsVestOPEN: WaterResistance, 0.30000000447034836
LOG  : General     , 1688682278555> HoodieUP_WhiteTINT: ClothingItemExtraOption, CloseHoodDown;OpenHoodUp;OpenHoodDown
LOG  : General     , 1688682278555> HoodieUP_WhiteTINT: ClothingItemExtra, HoodieDOWN_WhiteTINT;HoodieUP_WhiteTINTOPEN;HoodieDOWN_WhiteTINTOPEN
LOG  : General     , 1688682278555> HoodieUP_WhiteTINT: clothingExtraSubmenu, CloseHoodUp
LOG  : General     , 1688682278555> HoodieDOWN_WhiteTINT: ClothingItemExtraOption, CloseHoodUp;OpenHoodDown;OpenHoodUp
LOG  : General     , 1688682278556> HoodieDOWN_WhiteTINT: ClothingItemExtra, HoodieUP_WhiteTINT;HoodieDOWN_WhiteTINTOPEN;HoodieUP_WhiteTINTOPEN
LOG  : General     , 1688682278556> HoodieDOWN_WhiteTINT: clothingExtraSubmenu, CloseHoodDown
LOG  : General     , 1688682278556> HoodieDOWN_WhiteTINTOPEN: ClothingItemExtraOption, CloseHoodDown;CloseHoodUp;OpenHoodUp
LOG  : General     , 1688682278556> HoodieDOWN_WhiteTINTOPEN: ClothingItemExtra, HoodieDOWN_WhiteTINT;HoodieUP_WhiteTINT;HoodieUP_WhiteTINTOPEN
LOG  : General     , 1688682278557> HoodieDOWN_WhiteTINTOPEN: clothingExtraSubmenu, OpenHoodDown
LOG  : General     , 1688682278557> HoodieDOWN_WhiteTINTOPEN: Insulation, 0.45000001788139343
LOG  : General     , 1688682278557> HoodieDOWN_WhiteTINTOPEN: WindResistance, 0.1875
LOG  : General     , 1688682278557> HoodieDOWN_WhiteTINTOPEN: WaterResistance, 0
LOG  : General     , 1688682278557> HoodieUP_WhiteTINTOPEN: ClothingItemExtraOption, CloseHoodUp;CloseHoodDown;OpenHoodDown
LOG  : General     , 1688682278558> HoodieUP_WhiteTINTOPEN: ClothingItemExtra, HoodieUP_WhiteTINT;HoodieDOWN_WhiteTINT;HoodieDOWN_WhiteTINTOPEN
LOG  : General     , 1688682278558> HoodieUP_WhiteTINTOPEN: clothingExtraSubmenu, OpenHoodUp
LOG  : General     , 1688682278558> HoodieUP_WhiteTINTOPEN: Insulation, 0.4125000089406967
LOG  : General     , 1688682278558> HoodieUP_WhiteTINTOPEN: WindResistance, 0.15000000223517418
LOG  : General     , 1688682278559> HoodieUP_WhiteTINTOPEN: WaterResistance, 0
LOG  : General     , 1688682278559> Boilersuit: ClothingItemExtraOption, OpenJacket
LOG  : General     , 1688682278559> Boilersuit: ClothingItemExtra, BoilersuitOPEN
LOG  : General     , 1688682278559> Boilersuit: clothingExtraSubmenu, CloseJacket
LOG  : General     , 1688682278560> BoilersuitOPEN: ClothingItemExtraOption, CloseJacket
LOG  : General     , 1688682278560> BoilersuitOPEN: ClothingItemExtra, Boilersuit
LOG  : General     , 1688682278560> BoilersuitOPEN: clothingExtraSubmenu, OpenJacket
LOG  : General     , 1688682278560> BoilersuitOPEN: Insulation, 0.48749998211860657
LOG  : General     , 1688682278560> BoilersuitOPEN: WindResistance, 0.3374999910593033
LOG  : General     , 1688682278561> BoilersuitOPEN: WaterResistance, 0
LOG  : General     , 1688682278561> Boilersuit_BlueRed: ClothingItemExtraOption, OpenJacket
LOG  : General     , 1688682278561> Boilersuit_BlueRed: ClothingItemExtra, Boilersuit_BlueRedOPEN
LOG  : General     , 1688682278561> Boilersuit_BlueRed: clothingExtraSubmenu, CloseJacket
LOG  : General     , 1688682278562> Boilersuit_BlueRedOPEN: ClothingItemExtraOption, CloseJacket
LOG  : General     , 1688682278562> Boilersuit_BlueRedOPEN: ClothingItemExtra, Boilersuit_BlueRed
LOG  : General     , 1688682278562> Boilersuit_BlueRedOPEN: clothingExtraSubmenu, OpenJacket
LOG  : General     , 1688682278562> Boilersuit_BlueRedOPEN: Insulation, 0.48749998211860657
LOG  : General     , 1688682278563> Boilersuit_BlueRedOPEN: WindResistance, 0.3374999910593033
LOG  : General     , 1688682278563> Boilersuit_BlueRedOPEN: WaterResistance, 0
LOG  : General     , 1688682278563> Boilersuit_Yellow: ClothingItemExtraOption, OpenJacket
LOG  : General     , 1688682278563> Boilersuit_Yellow: ClothingItemExtra, Boilersuit_YellowOPEN
LOG  : General     , 1688682278563> Boilersuit_Yellow: clothingExtraSubmenu, CloseJacket
LOG  : General     , 1688682278563> Boilersuit_YellowOPEN: ClothingItemExtraOption, CloseJacket
LOG  : General     , 1688682278563> Boilersuit_YellowOPEN: ClothingItemExtra, Boilersuit_Yellow
LOG  : General     , 1688682278564> Boilersuit_YellowOPEN: clothingExtraSubmenu, OpenJacket
LOG  : General     , 1688682278564> Boilersuit_YellowOPEN: Insulation, 0.48749998211860657
LOG  : General     , 1688682278564> Boilersuit_YellowOPEN: WindResistance, 0.3374999910593033
LOG  : General     , 1688682278564> Boilersuit_YellowOPEN: WaterResistance, 0
LOG  : General     , 1688682278565> Boilersuit_Flying: ClothingItemExtraOption, OpenJacket
LOG  : General     , 1688682278565> Boilersuit_Flying: ClothingItemExtra, Boilersuit_FlyingOPEN
LOG  : General     , 1688682278565> Boilersuit_Flying: clothingExtraSubmenu, CloseJacket
LOG  : General     , 1688682278565> Boilersuit_FlyingOPEN: ClothingItemExtraOption, CloseJacket
LOG  : General     , 1688682278565> Boilersuit_FlyingOPEN: ClothingItemExtra, Boilersuit_Flying
LOG  : General     , 1688682278566> Boilersuit_FlyingOPEN: clothingExtraSubmenu, OpenJacket
LOG  : General     , 1688682278566> Boilersuit_FlyingOPEN: Insulation, 0.5625
LOG  : General     , 1688682278566> Boilersuit_FlyingOPEN: WindResistance, 0.4125000089406967
LOG  : General     , 1688682278566> Boilersuit_FlyingOPEN: WaterResistance, 0
LOG  : General     , 1688682278567> Boilersuit_Prisoner: ClothingItemExtraOption, OpenJacket
LOG  : General     , 1688682278567> Boilersuit_Prisoner: ClothingItemExtra, Boilersuit_PrisonerOPEN
LOG  : General     , 1688682278567> Boilersuit_Prisoner: clothingExtraSubmenu, CloseJacket
LOG  : General     , 1688682278567> Boilersuit_PrisonerOPEN: ClothingItemExtraOption, CloseJacket
LOG  : General     , 1688682278568> Boilersuit_PrisonerOPEN: ClothingItemExtra, Boilersuit_Prisoner
LOG  : General     , 1688682278568> Boilersuit_PrisonerOPEN: clothingExtraSubmenu, OpenJacket
LOG  : General     , 1688682278568> Boilersuit_PrisonerOPEN: Insulation, 0.3374999910593033
LOG  : General     , 1688682278568> Boilersuit_PrisonerOPEN: WindResistance, 0.26249999552965164
LOG  : General     , 1688682278569> Boilersuit_PrisonerOPEN: WaterResistance, 0
LOG  : General     , 1688682278569> Boilersuit_PrisonerKhaki: ClothingItemExtraOption, OpenJacket
LOG  : General     , 1688682278569> Boilersuit_PrisonerKhaki: ClothingItemExtra, Boilersuit_PrisonerKhakiOPEN
LOG  : General     , 1688682278569> Boilersuit_PrisonerKhaki: clothingExtraSubmenu, CloseJacket
LOG  : General     , 1688682278569> Boilersuit_PrisonerKhakiOPEN: ClothingItemExtraOption, CloseJacket
LOG  : General     , 1688682278570> Boilersuit_PrisonerKhakiOPEN: ClothingItemExtra, Boilersuit_PrisonerKhaki
LOG  : General     , 1688682278570> Boilersuit_PrisonerKhakiOPEN: clothingExtraSubmenu, OpenJacket
LOG  : General     , 1688682278570> Boilersuit_PrisonerKhakiOPEN: Insulation, 0.30000000447034836
LOG  : General     , 1688682278570> Boilersuit_PrisonerKhakiOPEN: WindResistance, 0.22500000894069672
LOG  : General     , 1688682278571> Boilersuit_PrisonerKhakiOPEN: WaterResistance, 0
LOG  : General     , 1688682278571> Trousers: ClothingItemExtraOption, TuckIn
LOG  : General     , 1688682278571> Trousers: ClothingItemExtra, TrousersTUCK
LOG  : General     , 1688682278571> Trousers: clothingExtraSubmenu, TuckOut
LOG  : General     , 1688682278571> TrousersTUCK: ClothingItemExtraOption, TuckOut
LOG  : General     , 1688682278572> TrousersTUCK: ClothingItemExtra, Trousers
LOG  : General     , 1688682278572> TrousersTUCK: clothingExtraSubmenu, TuckIn
LOG  : General     , 1688682278572> TrousersTUCK: Insulation, 0.5
LOG  : General     , 1688682278572> TrousersTUCK: WindResistance, 0.4000000059604645
LOG  : General     , 1688682278573> TrousersTUCK: WaterResistance, 0
LOG  : General     , 1688682278573> TrousersMesh_DenimLight: ClothingItemExtraOption, TuckIn
LOG  : General     , 1688682278573> TrousersMesh_DenimLight: ClothingItemExtra, TrousersMesh_DenimLightTUCK
LOG  : General     , 1688682278573> TrousersMesh_DenimLight: clothingExtraSubmenu, TuckOut
LOG  : General     , 1688682278574> TrousersMesh_DenimLightTUCK: ClothingItemExtraOption, TuckOut
LOG  : General     , 1688682278574> TrousersMesh_DenimLightTUCK: ClothingItemExtra, TrousersMesh_DenimLight
LOG  : General     , 1688682278575> TrousersMesh_DenimLightTUCK: clothingExtraSubmenu, TuckIn
LOG  : General     , 1688682278575> TrousersMesh_DenimLightTUCK: Insulation, 0.6499999761581421
LOG  : General     , 1688682278575> TrousersMesh_DenimLightTUCK: WindResistance, 0.6000000238418579
LOG  : General     , 1688682278575> TrousersMesh_DenimLightTUCK: WaterResistance, 0
LOG  : General     , 1688682278575> Trousers_LeatherBlack: ClothingItemExtraOption, TuckIn
LOG  : General     , 1688682278575> Trousers_LeatherBlack: ClothingItemExtra, Trousers_LeatherBlackTUCK
LOG  : General     , 1688682278575> Trousers_LeatherBlack: clothingExtraSubmenu, TuckOut
LOG  : General     , 1688682278576> Trousers_LeatherBlackTUCK: ClothingItemExtraOption, TuckOut
LOG  : General     , 1688682278576> Trousers_LeatherBlackTUCK: ClothingItemExtra, Trousers_LeatherBlack
LOG  : General     , 1688682278576> Trousers_LeatherBlackTUCK: clothingExtraSubmenu, TuckIn
LOG  : General     , 1688682278576> Trousers_LeatherBlackTUCK: Insulation, 0.6499999761581421
LOG  : General     , 1688682278577> Trousers_LeatherBlackTUCK: WindResistance, 0.6000000238418579
